No,Millis,Set Point,Proccess Variable,Manipulated Variable,Masukan Motor (%),Masukan Kompensator (%),Tachometer (%),Potensiometer (%)
34,671192,55,54.56,54.26,67.98,54.26,54.56,84.85
35,671272,55,55.10,53.81,67.67,53.81,55.10,47.80
36,671352,55,55.10,53.79,67.65,53.79,55.10,27.08
37,671432,55,54.39,54.51,68.16,54.51,54.39,95.50
38,671512,55,54.56,54.49,68.14,54.49,54.56,50.05
39,671592,55,55.81,53.28,67.30,53.28,55.81,30.40
40,671672,55,54.56,54.39,68.07,54.39,54.56,0.00
41,671752,55,55.10,53.94,67.76,53.94,55.10,53.18
42,671832,55,54.39,54.67,68.27,54.67,54.39,34.80
43,671912,55,55.10,54.08,67.85,54.08,55.10,13.98
44,671992,55,54.92,54.24,67.97,54.24,54.92,65.79
45,672072,55,54.92,54.26,67.98,54.26,54.92,39.39
46,672152,55,54.39,54.85,68.39,54.85,54.39,16.23
47,672232,55,56.16,53.13,67.19,53.13,56.16,78.40
48,672312,55,54.92,54.14,67.90,54.14,54.92,43.21
49,672392,55,54.21,54.91,68.44,54.91,54.21,11.53
50,672472,55,55.27,53.99,67.79,53.99,55.27,81.72
51,672552,55,55.63,53.54,67.48,53.54,55.63,50.05
52,672632,55,54.56,54.51,68.15,54.51,54.56,21.70
53,672712,55,54.74,54.43,68.10,54.43,54.74,65.40
54,672792,55,55.10,54.13,67.89,54.13,55.10,46.43
55,672872,55,55.10,54.10,67.87,54.10,55.10,25.71
56,672952,55,54.74,54.45,68.12,54.45,54.74,91.20
57,673032,55,54.56,54.71,68.30,54.71,54.56,60.31
58,673112,55,55.81,53.51,67.45,53.51,55.81,28.54
59,673192,55,54.92,54.23,67.96,54.23,54.92,98.04
60,673272,55,54.56,54.63,68.24,54.63,54.56,52.30
61,673352,55,55.45,53.81,67.66,53.81,55.45,33.04
62,673432,55,55.27,53.87,67.71,53.87,55.27,0.68
63,673512,55,54.74,54.37,68.06,54.37,54.74,54.94
64,673592,55,55.10,54.06,67.84,54.06,55.10,38.12
65,673672,55,54.92,54.22,67.96,54.22,54.92,16.13
66,673752,55,55.99,53.11,67.18,53.11,55.99,58.46
67,673832,55,54.56,54.36,68.05,54.36,54.56,44.28
68,673912,55,54.74,54.29,68.00,54.29,54.74,11.05
69,673992,55,55.99,53.04,67.13,53.04,55.99,72.43
70,674072,55,54.92,53.91,67.73,53.91,54.92,49.07
71,674152,55,54.21,54.68,68.28,54.68,54.21,17.99
72,674232,55,55.10,53.95,67.76,53.95,55.10,65.20
73,674312,55,55.81,53.17,67.22,53.17,55.81,52.98
74,674392,55,54.39,54.46,68.12,54.46,54.39,20.53
75,674472,55,54.74,54.25,67.97,54.25,54.74,90.03
76,674552,55,55.27,53.75,67.63,53.75,55.27,58.26
77,674632,55,54.92,54.06,67.84,54.06,54.92,26.30
78,674712,55,54.56,54.45,68.12,54.45,54.56,95.41
79,674792,55,55.27,53.82,67.67,53.82,55.27,51.22
80,674872,55,55.27,53.74,67.62,53.74,55.27,30.99
81,674952,55,55.10,53.86,67.70,53.86,55.10,0.00
82,675032,55,54.92,54.02,67.82,54.02,54.92,53.57
83,675112,55,54.92,54.04,67.83,54.04,54.92,34.51
84,675192,55,55.27,53.69,67.58,53.69,55.27,4.20
85,675272,55,54.92,53.99,67.80,53.99,54.92,71.95
86,675352,55,54.92,54.02,67.81,54.02,54.92,41.64
87,675432,55,55.10,53.85,67.69,53.85,55.10,8.80
88,675512,55,55.63,53.26,67.28,53.26,55.63,78.49
89,675592,55,54.74,54.03,67.82,54.03,54.74,46.33
90,675672,55,54.39,54.48,68.13,54.48,54.39,14.27
91,675752,55,55.63,53.32,67.33,53.32,55.63,64.42
92,675832,55,55.45,53.34,67.34,53.34,55.45,51.42
93,675912,55,54.03,54.73,68.31,54.73,54.03,22.78
94,675992,55,55.10,53.86,67.70,53.86,55.10,67.06
95,676072,55,55.81,53.08,67.16,53.08,55.81,46.82
96,676152,55,54.39,54.37,68.06,54.37,54.39,26.78
97,676232,55,54.21,54.72,68.31,54.72,54.21,91.01
98,676312,55,55.10,53.99,67.79,53.99,55.10,61.19
99,676392,55,55.63,53.40,67.38,53.40,55.63,29.03
100,676472,55,54.56,54.36,68.05,54.36,54.56,71.65
101,676552,55,54.74,54.29,68.00,54.29,54.74,52.30
102,676632,55,55.45,53.61,67.52,53.61,55.45,32.84
103,676712,55,54.74,54.24,67.97,54.24,54.74,5.77
104,676792,55,55.10,53.93,67.75,53.93,55.10,71.65
105,676872,55,55.10,53.91,67.73,53.91,55.10,38.91
106,676952,55,55.10,53.88,67.72,53.88,55.10,11.44
107,677032,55,55.27,53.67,67.57,53.67,55.27,73.70
108,677112,55,54.56,54.35,68.04,54.35,54.56,42.72
109,677192,55,54.92,54.09,67.86,54.09,54.92,12.12
110,677272,55,55.81,53.17,67.22,53.17,55.81,82.21
111,677352,55,54.92,53.89,67.73,53.89,54.92,49.95
112,677432,55,54.39,54.48,68.14,54.48,54.39,21.70
113,677512,55,55.63,53.33,67.33,53.33,55.63,79.86
114,677592,55,55.27,53.54,67.47,53.54,55.27,45.94
115,677672,55,54.03,54.78,68.35,54.78,54.03,22.39
116,677752,55,55.10,53.91,67.74,53.91,55.10,91.79
117,677832,55,55.99,52.94,67.06,52.94,55.99,48.88
118,677912,55,54.39,54.37,68.06,54.37,54.39,29.03
119,677992,55,54.39,54.54,68.18,54.54,54.39,90.91
120,678072,55,55.45,53.57,67.50,53.57,55.45,52.88
121,678152,55,55.10,53.83,67.68,53.83,55.10,32.75
122,678232,55,54.39,54.56,68.19,54.56,54.39,0.20
123,678312,55,54.74,54.34,68.04,54.34,54.74,67.55
124,678392,55,55.99,53.09,67.16,53.09,55.99,35.87
125,678472,55,54.74,54.15,67.90,54.15,54.74,6.26
126,678552,55,54.92,54.03,67.82,54.03,54.92,57.18
127,678632,55,54.74,54.24,67.97,54.24,54.74,38.22
128,678712,55,55.45,53.55,67.49,53.55,55.45,18.08
129,678792,55,54.92,54.00,67.80,54.00,54.92,76.34
130,678872,55,55.10,53.83,67.68,53.83,55.10,47.70
131,678952,55,54.92,54.00,67.80,54.00,54.92,16.81
132,679032,55,55.63,53.26,67.28,53.26,55.63,65.49
133,679112,55,54.74,54.04,67.83,54.04,54.74,53.86
134,679192,55,54.56,54.30,68.01,54.30,54.56,21.80
135,679272,55,55.45,53.47,67.43,53.47,55.45,91.01
