No,Millis,Set Point,Proccess Variable,Manipulated Variable,Masukan Motor (%),Masukan Kompensator (%),Tachometer (%),Potensiometer (%)
149,1402772,55,55.10,57.62,70.33,57.62,55.10,99.90
150,1402852,55,55.45,56.95,69.86,56.95,55.45,65.00
151,1402932,55,54.92,57.48,70.24,57.48,54.92,27.86
152,1403012,55,53.67,59.62,71.74,59.62,53.67,97.26
153,1403092,55,55.81,57.12,69.98,57.12,55.81,50.05
154,1403172,55,55.10,57.66,70.36,57.66,55.10,27.47
155,1403252,55,54.39,58.77,71.14,58.77,54.39,97.36
156,1403332,55,56.87,55.10,68.57,55.10,56.87,50.15
157,1403412,55,54.03,58.36,70.85,58.36,54.03,25.71
158,1403492,55,54.92,57.65,70.36,57.65,54.92,95.01
159,1403572,55,55.45,56.82,69.78,56.82,55.45,48.19
160,1403652,55,54.56,57.95,70.56,57.95,54.56,24.14
161,1403732,55,54.92,57.70,70.39,57.70,54.92,94.92
162,1403812,55,55.81,56.28,69.40,56.28,55.81,59.73
163,1403892,55,55.27,56.53,69.57,56.53,55.27,24.93
164,1403972,55,53.85,58.69,71.08,58.69,53.85,92.67
165,1404052,55,55.99,56.04,69.23,56.04,55.99,46.04
166,1404132,55,54.03,58.52,70.97,58.52,54.03,20.43
167,1404212,55,55.10,57.51,70.26,57.51,55.10,83.58
168,1404292,55,55.45,56.84,69.79,56.84,55.45,45.94
169,1404372,55,54.74,57.67,70.37,57.67,54.74,20.04
170,1404452,55,54.92,57.58,70.30,57.58,54.92,67.06
171,1404532,55,56.16,55.57,68.90,55.57,56.16,45.45
172,1404612,55,54.56,57.31,70.12,57.31,54.56,17.20
173,1404692,55,54.03,58.55,70.99,58.55,54.03,88.17
174,1404772,55,55.45,56.95,69.86,56.95,55.45,51.03
175,1404852,55,53.85,59.26,71.48,59.26,53.85,14.57
176,1404932,55,55.45,57.50,70.25,57.50,55.45,64.32
177,1405012,55,56.34,55.66,68.96,55.66,56.34,43.50
178,1405092,55,54.03,58.45,70.91,58.45,54.03,13.98
179,1405172,55,55.63,56.55,69.58,56.55,55.63,77.32
180,1405252,55,55.63,56.05,69.23,56.05,55.63,48.00
181,1405332,55,54.03,58.22,70.75,58.22,54.03,11.53
182,1405412,55,54.74,57.80,70.46,57.80,54.74,72.43
183,1405492,55,55.27,57.12,69.98,57.12,55.27,40.37
184,1405572,55,54.74,57.79,70.45,57.79,54.74,10.46
185,1405652,55,55.99,55.92,69.14,55.92,55.99,63.44
186,1405732,55,55.10,56.62,69.63,56.62,55.10,46.04
187,1405812,55,54.21,58.03,70.62,58.03,54.21,8.99
188,1405892,55,55.10,57.17,70.02,57.17,55.10,60.31
189,1405972,55,55.10,57.10,69.97,57.10,55.10,43.99
190,1406052,55,54.21,58.50,70.95,58.50,54.21,8.41
191,1406132,55,55.81,56.46,69.52,56.46,55.81,60.12
192,1406212,55,55.27,56.71,69.70,56.71,55.27,43.50
193,1406292,55,54.21,58.27,70.79,58.27,54.21,16.42
194,1406372,55,55.45,56.83,69.78,56.83,55.45,77.91
195,1406452,55,55.45,56.47,69.53,56.47,55.45,37.93
196,1406532,55,52.96,60.26,72.18,60.26,52.96,6.35
197,1406612,55,56.87,55.35,68.75,55.35,56.87,59.04
198,1406692,55,55.10,56.83,69.78,56.83,55.10,38.32
199,1406772,55,55.10,56.75,69.73,56.75,55.10,5.96
200,1406852,55,54.74,57.27,70.09,57.27,54.74,72.92
201,1406932,55,54.92,57.18,70.03,57.18,54.92,41.35
202,1407012,55,53.85,59.03,71.32,59.03,53.85,5.28
203,1407092,55,55.81,56.67,69.67,56.67,55.81,57.87
204,1407172,55,55.27,56.92,69.85,56.92,55.27,40.96
205,1407252,55,54.39,58.19,70.73,58.19,54.39,4.40
206,1407332,55,55.81,56.30,69.41,56.30,55.81,57.67
207,1407412,55,55.10,56.85,69.79,56.85,55.10,39.59
208,1407492,55,54.21,58.26,70.78,58.26,54.21,5.87
209,1407572,55,54.74,57.99,70.60,57.99,54.74,71.16
210,1407652,55,56.16,55.83,69.08,55.83,56.16,39.88
211,1407732,55,53.85,58.76,71.13,58.76,53.85,3.23
212,1407812,55,56.34,55.52,68.86,55.52,56.34,56.79
213,1407892,55,54.74,57.12,69.99,57.12,54.74,37.93
214,1407972,55,54.21,58.22,70.75,58.22,54.21,12.12
215,1408052,55,55.63,56.47,69.53,56.47,55.63,59.14
216,1408132,55,55.10,56.86,69.80,56.86,55.10,38.03
217,1408212,55,53.32,59.76,71.83,59.76,53.32,10.75
218,1408292,55,57.05,54.86,68.40,54.86,57.05,56.11
219,1408372,55,54.74,57.09,69.96,57.09,54.74,36.36
220,1408452,55,54.03,58.48,70.94,58.48,54.03,0.00
221,1408532,55,55.45,56.88,69.81,56.88,55.45,55.23
222,1408612,55,54.92,57.41,70.19,57.41,54.92,35.97
223,1408692,55,54.56,58.07,70.65,58.07,54.56,0.39
224,1408772,55,56.16,55.74,69.02,55.74,56.16,55.52
225,1408852,55,55.10,56.60,69.62,56.60,55.10,36.85
226,1408932,55,54.03,58.30,70.81,58.30,54.03,0.29
227,1409012,55,55.10,57.29,70.10,57.29,55.10,55.03
228,1409092,55,55.27,56.92,69.84,56.92,55.27,36.46
229,1409172,55,54.56,57.89,70.52,57.89,54.56,0.29
230,1409252,55,55.99,55.86,69.10,55.86,55.99,55.13
231,1409332,55,55.45,55.97,69.18,55.97,55.45,35.19
232,1409412,55,53.85,58.28,70.80,58.28,53.85,0.00
233,1409492,55,54.92,57.41,70.19,57.41,54.92,66.96
234,1409572,55,55.10,57.18,70.03,57.18,55.10,34.80
235,1409652,55,54.56,57.99,70.60,57.99,54.56,0.00
236,1409732,55,55.99,55.97,69.18,55.97,55.99,54.25
237,1409812,55,55.10,56.67,69.67,56.67,55.10,34.41
238,1409892,55,54.39,57.78,70.44,57.78,54.39,0.00
239,1409972,55,55.45,56.49,69.54,56.49,55.45,53.57
240,1410052,55,54.92,57.02,69.91,57.02,54.92,34.51
241,1410132,55,54.56,57.68,70.37,57.68,54.56,0.00
242,1410212,55,55.27,56.83,69.78,56.83,55.27,54.64
243,1410292,55,55.81,55.73,69.01,55.73,55.81,33.04
244,1410372,55,54.03,58.05,70.64,58.05,54.03,0.00
245,1410452,55,55.27,56.75,69.72,56.75,55.27,53.47
246,1410532,55,54.74,57.42,70.19,57.42,54.74,33.14
247,1410612,55,54.21,58.52,70.96,58.52,54.21,7.53
248,1410692,55,56.16,55.88,69.12,55.88,56.16,53.67
249,1410772,55,55.27,56.44,69.51,56.44,55.27,33.82
250,1410852,55,54.74,57.11,69.98,57.11,54.74,11.63
251,1410932,55,55.27,56.43,69.50,56.43,55.27,53.18
252,1411012,55,54.39,57.69,70.39,57.69,54.39,31.87
253,1411092,55,54.74,57.59,70.31,57.59,54.74,100.00
254,1411172,55,55.63,56.31,69.42,56.31,55.63,52.10
255,1411252,55,55.27,56.40,69.48,56.40,55.27,32.26
256,1411332,55,54.56,57.37,70.16,57.37,54.56,100.00
257,1411412,55,55.81,55.64,68.95,55.64,55.81,52.39
258,1411492,55,54.39,57.38,70.16,57.38,54.39,31.48
259,1411572,55,53.67,59.05,71.34,59.05,53.67,73.12
260,1411652,55,55.81,56.54,69.58,56.54,55.81,51.81
261,1411732,55,55.63,56.20,69.34,56.20,55.63,31.28
262,1411812,55,54.74,57.18,70.03,57.18,54.74,73.51
263,1411892,55,55.10,56.79,69.76,56.79,55.10,64.42
264,1411972,55,54.92,57.01,69.91,57.01,54.92,29.52
265,1412052,55,54.74,57.38,70.16,57.38,54.74,100.00
266,1412132,55,55.45,56.39,69.48,56.39,55.45,51.52
267,1412212,55,54.92,56.93,69.85,56.93,54.92,30.50
268,1412292,55,54.92,56.99,69.89,56.99,54.92,94.92
269,1412372,55,55.63,55.87,69.11,55.87,55.63,50.83
270,1412452,55,55.10,56.26,69.38,56.26,55.10,28.25
271,1412532,55,54.39,57.37,70.16,57.37,54.39,97.17
272,1412612,55,55.10,56.67,69.67,56.67,55.10,49.85
273,1412692,55,54.56,57.48,70.24,57.48,54.56,28.84
274,1412772,55,55.10,56.94,69.86,56.94,55.10,98.34
275,1412852,55,55.27,56.57,69.60,56.57,55.27,50.64
276,1412932,55,55.10,56.64,69.65,56.64,55.10,27.57
277,1413012,55,54.39,57.76,70.43,57.76,54.39,85.34
278,1413092,55,55.63,56.17,69.32,56.17,55.63,49.95
279,1413172,55,54.56,57.45,70.21,57.45,54.56,27.17
280,1413252,55,54.39,58.09,70.66,58.09,54.39,96.48
281,1413332,55,56.52,55.02,68.51,55.02,56.52,51.42
282,1413412,55,54.56,57.08,69.95,57.08,54.56,27.08
283,1413492,55,54.39,57.72,70.40,57.72,54.39,95.80
284,1413572,55,55.10,57.02,69.91,57.02,55.10,58.46
285,1413652,55,54.56,57.83,70.48,57.83,54.56,25.22
286,1413732,55,54.56,58.18,70.73,58.18,54.56,95.31
287,1413812,55,56.16,55.86,69.10,55.86,56.16,49.07
288,1413892,55,54.92,57.01,69.91,57.01,54.92,24.44
289,1413972,55,54.21,58.26,70.78,58.26,54.21,71.55
290,1414052,55,56.34,55.33,68.73,55.33,56.34,51.81
291,1414132,55,54.21,57.83,70.48,57.83,54.21,24.14
292,1414212,55,54.92,57.27,70.09,57.27,54.92,88.47
293,1414292,55,55.81,55.85,69.09,55.85,55.81,48.48
294,1414372,55,54.92,56.69,69.68,56.69,54.92,26.69
295,1414452,55,54.74,57.05,69.94,57.05,54.74,93.06
296,1414532,55,55.63,55.78,69.04,55.78,55.63,47.70
297,1414612,55,54.21,57.65,70.35,57.65,54.21,23.17
298,1414692,55,54.39,57.98,70.59,57.98,54.39,71.46
299,1414772,55,56.70,54.61,68.23,54.61,56.70,49.27
300,1414852,55,54.21,57.42,70.19,57.42,54.21,23.17
301,1414932,55,54.56,57.46,70.22,57.46,54.56,90.03
302,1415012,55,56.34,54.83,68.38,54.83,56.34,48.00
303,1415092,55,53.85,57.92,70.55,57.92,53.85,21.41
304,1415172,55,54.56,57.65,70.35,57.65,54.56,67.74
305,1415252,55,55.63,56.22,69.35,56.22,55.63,51.42
