No,Millis,Set Point,Proccess Variable,Manipulated Variable,Masukan Motor (%),Masukan Kompensator (%),Tachometer (%),Potensiometer (%)
46,2176145,55,54.74,55.44,68.81,55.44,54.74,50.93
47,2176385,55,55.10,55.15,68.60,55.15,55.10,54.84
48,2176625,55,54.56,55.77,69.04,55.77,54.56,72.34
49,2176865,55,55.27,55.14,68.60,55.14,55.27,77.42
50,2177105,55,55.27,54.96,68.47,54.96,55.27,65.20
51,2177345,55,55.10,55.01,68.51,55.01,55.10,87.68
52,2177585,55,54.56,55.64,68.95,55.64,54.56,70.77
53,2177825,55,55.10,55.23,68.66,55.23,55.10,0.00
54,2178065,55,54.74,55.63,68.94,55.63,54.74,3.62
55,2178305,55,55.63,54.65,68.25,54.65,55.63,9.48
56,2178545,55,55.27,54.70,68.29,54.70,55.27,13.98
57,2178785,55,54.21,55.90,69.13,55.90,54.21,16.42
58,2179025,55,55.45,54.81,68.36,54.81,55.45,23.75
59,2179265,55,54.92,55.20,68.64,55.20,54.92,27.86
60,2179505,55,55.45,54.57,68.20,54.57,55.45,32.26
61,2179745,55,54.56,55.42,68.79,55.42,54.56,37.34
62,2179985,55,55.27,54.79,68.35,54.79,55.27,41.64
63,2180225,55,54.39,55.76,69.03,55.76,54.39,39.30
64,2180465,55,55.99,54.09,67.86,54.09,55.99,48.00
65,2180705,55,54.21,55.75,69.02,55.75,54.21,44.87
66,2180945,55,55.81,54.19,67.94,54.19,55.81,49.46
67,2181185,55,53.85,56.19,69.34,56.19,53.85,62.46
68,2181425,55,55.99,54.18,67.93,54.18,55.99,53.96
69,2181665,55,54.74,55.15,68.61,55.15,54.74,67.74
70,2181905,55,54.74,55.32,68.72,55.32,54.74,58.46
71,2182145,55,54.56,55.72,69.00,55.72,54.56,75.66
72,2182385,55,54.74,55.77,69.04,55.77,54.74,65.88
73,2182625,55,55.27,55.25,68.67,55.25,55.27,93.94
74,2182865,55,54.56,55.99,69.19,55.99,54.56,96.87
75,2183105,55,55.99,54.44,68.11,54.44,55.99,12.61
76,2183345,55,53.32,57.24,70.07,57.24,53.32,4.11
77,2183585,55,56.87,53.74,67.62,53.74,56.87,13.78
78,2183825,55,53.50,56.89,69.82,56.89,53.50,15.64
79,2184065,55,56.87,53.50,67.45,53.50,56.87,23.85
80,2184305,55,54.39,55.50,68.85,55.50,54.39,26.30
81,2184545,55,54.92,55.21,68.65,55.21,54.92,30.89
82,2184785,55,54.74,55.49,68.84,55.49,54.74,35.09
83,2185025,55,55.27,54.97,68.48,54.97,55.27,41.64
84,2185265,55,55.27,54.79,68.36,54.79,55.27,39.78
85,2185505,55,54.92,55.08,68.55,55.08,54.92,41.74
86,2185745,55,54.92,55.13,68.59,55.13,54.92,44.77
87,2185985,55,54.92,55.18,68.63,55.18,54.92,47.80
88,2186225,55,54.74,55.46,68.82,55.46,54.74,49.85
89,2186465,55,55.63,54.48,68.14,54.48,55.63,54.64
90,2186705,55,54.21,55.91,69.14,55.91,54.21,55.13
91,2186945,55,55.63,54.59,68.21,54.59,55.63,59.04
92,2187185,55,54.03,56.24,69.37,56.24,54.03,80.74
93,2187425,55,55.99,54.35,68.04,54.35,55.99,65.69
94,2187665,55,53.67,56.69,69.69,56.69,53.67,66.76
95,2187905,55,56.87,53.42,67.40,53.42,56.87,73.22
96,2188145,55,52.79,57.49,70.24,57.49,52.79,0.00
97,2188385,55,56.87,53.64,67.55,53.64,56.87,6.74
98,2188625,55,53.50,56.79,69.75,56.79,53.50,17.40
99,2188865,55,57.05,53.17,67.22,53.17,57.05,18.67
100,2189105,55,53.32,56.66,69.67,56.66,53.32,19.75
101,2189345,55,56.70,53.39,67.37,53.39,56.70,28.64
102,2189585,55,53.50,56.43,69.50,56.43,53.50,29.72
103,2189825,55,56.34,53.73,67.61,53.73,56.34,35.68
104,2190065,55,53.85,56.07,69.25,56.07,53.85,38.12
105,2190305,55,56.16,53.83,67.68,53.83,56.16,41.06
106,2190545,55,53.14,56.98,69.89,56.98,53.14,43.70
107,2190785,55,56.70,53.59,67.51,53.59,56.70,46.53
108,2191025,55,53.85,56.17,69.32,56.17,53.85,48.29
109,2191265,55,56.70,53.24,67.27,53.24,56.70,53.18
110,2191505,55,53.14,56.73,69.71,56.73,53.14,64.32
111,2191745,55,56.16,54.03,67.82,54.03,56.16,57.48
112,2191985,55,53.67,56.49,69.54,56.49,53.67,58.65
113,2192225,55,55.99,54.37,68.06,54.37,55.99,82.50
114,2192465,55,54.56,55.56,68.90,55.56,54.56,88.86
115,2192705,55,56.34,53.55,67.49,53.55,56.34,94.92
116,2192945,55,53.50,56.36,69.45,56.36,53.50,72.53
117,2193185,55,55.45,54.80,68.36,54.80,55.45,14.76
118,2193425,55,54.74,55.43,68.80,55.43,54.74,7.82
119,2193665,55,55.45,54.68,68.28,54.68,55.45,18.96
120,2193905,55,55.45,54.39,68.07,54.39,55.45,18.77
121,2194145,55,54.03,55.93,69.15,55.93,54.03,22.09
122,2194385,55,56.16,53.81,67.66,53.81,56.16,29.91
123,2194625,55,53.85,56.04,69.23,56.04,53.85,33.72
124,2194865,55,56.34,53.57,67.50,53.57,56.34,36.56
125,2195105,55,53.85,55.91,69.14,55.91,53.85,39.49
126,2195345,55,56.70,52.98,67.09,52.98,56.70,42.72
127,2195585,55,52.96,56.70,69.69,56.70,52.96,43.50
128,2195825,55,57.58,52.06,66.44,52.06,57.58,49.36
129,2196065,55,52.08,57.50,70.25,57.50,52.08,48.29
130,2196305,55,57.94,51.82,66.27,51.82,57.94,55.82
131,2196545,55,52.25,57.26,70.08,57.26,52.25,71.85
132,2196785,55,58.12,51.46,66.02,51.46,58.12,62.17
133,2197025,55,51.36,58.17,70.72,58.17,51.36,74.78
134,2197265,55,57.94,52.03,66.42,52.03,57.94,87.98
135,2197505,55,52.25,57.47,70.23,57.47,52.25,90.13
136,2197745,55,57.76,52.13,66.49,52.13,57.76,12.32
137,2197985,55,52.79,56.77,69.74,56.77,52.79,3.62
138,2198225,55,57.94,51.55,66.08,51.55,57.94,12.61
139,2198465,55,51.90,57.45,70.21,57.45,51.90,12.90
140,2198705,55,57.41,52.34,66.64,52.34,57.41,26.39
141,2198945,55,52.96,56.52,69.57,56.52,52.96,25.61
142,2199185,55,57.05,52.56,66.79,52.56,57.05,34.31
143,2199425,55,53.85,55.37,68.76,55.37,53.85,33.43
144,2199665,55,56.16,53.13,67.19,53.13,56.16,41.15
145,2199905,55,53.32,56.04,69.23,56.04,53.32,40.08
146,2200145,55,55.63,54.15,67.90,54.15,55.63,53.57
147,2200385,55,54.92,54.66,68.26,54.66,54.92,57.28
148,2200625,55,55.27,54.25,67.98,54.25,55.27,49.36
149,2200865,55,54.56,54.99,68.49,54.99,54.56,52.49
150,2201105,55,54.92,54.82,68.37,54.82,54.92,72.63
151,2201345,55,54.92,54.87,68.41,54.87,54.92,58.55
152,2201585,55,54.39,55.61,68.93,55.61,54.39,63.25
153,2201825,55,55.81,54.17,67.92,54.17,55.81,68.91
154,2202065,55,54.56,55.25,68.68,55.25,54.56,96.97
155,2202305,55,56.16,53.47,67.43,53.47,56.16,13.59
156,2202545,55,54.39,55.02,68.51,55.02,54.39,6.94
157,2202785,55,56.16,53.12,67.18,53.12,56.16,13.98
158,2203025,55,53.50,55.81,69.07,55.81,53.50,21.80
159,2203265,55,55.99,53.57,67.50,53.57,55.99,25.71
160,2203505,55,54.39,55.00,68.50,55.00,54.39,30.79
161,2203745,55,55.81,53.56,67.49,53.56,55.81,37.44
162,2203985,55,55.10,53.95,67.77,53.95,55.10,42.52
163,2204225,55,54.74,54.35,68.05,54.35,54.74,45.26
164,2204465,55,54.74,54.52,68.16,54.52,54.74,43.79
165,2204705,55,54.39,55.14,68.60,55.14,54.39,57.48
166,2204945,55,55.27,54.39,68.08,54.39,55.27,50.64
167,2205185,55,54.92,54.68,68.27,54.68,54.92,62.66
168,2205425,55,55.63,53.81,67.67,53.81,55.63,57.28
169,2205665,55,54.74,54.55,68.19,54.55,54.74,78.40
170,2205905,55,55.63,53.57,67.50,53.57,55.63,64.52
171,2206145,55,53.85,55.46,68.82,55.46,53.85,90.22
172,2206385,55,55.99,53.45,67.41,53.45,55.99,97.75
173,2206625,55,54.39,54.88,68.41,54.88,54.39,1.37
174,2206865,55,55.81,53.44,67.41,53.44,55.81,7.43
175,2207105,55,54.74,54.29,68.00,54.29,54.74,10.95
176,2207345,55,55.45,53.54,67.48,53.54,55.45,17.20
177,2207585,55,54.39,54.63,68.24,54.63,54.39,21.31
178,2207825,55,54.74,54.56,68.20,54.56,54.74,28.15
179,2208065,55,55.27,54.04,67.83,54.04,55.27,32.06
180,2208305,55,55.27,53.87,67.71,53.87,55.27,36.46
181,2208545,55,55.10,53.92,67.74,53.92,55.10,38.71
182,2208785,55,55.10,53.86,67.70,53.86,55.10,47.02
183,2209025,55,54.21,54.94,68.46,54.94,54.21,53.86
184,2209265,55,55.99,53.16,67.21,53.16,55.99,47.80
185,2209505,55,54.03,55.05,68.53,55.05,54.03,62.56
186,2209745,55,55.99,53.15,67.20,53.15,55.99,55.52
187,2209985,55,54.92,53.89,67.72,53.89,54.92,71.36
188,2210225,55,54.74,54.17,67.92,54.17,54.74,60.90
189,2210465,55,55.10,53.88,67.72,53.88,55.10,64.61
190,2210705,55,54.03,55.19,68.64,55.19,54.03,88.47
191,2210945,55,55.99,53.30,67.31,53.30,55.99,10.56
192,2211185,55,54.74,54.27,67.99,54.27,54.74,2.93
193,2211425,55,55.99,52.83,66.98,52.83,55.99,7.92
194,2211665,55,54.21,54.49,68.14,54.49,54.21,11.73
195,2211905,55,55.27,53.62,67.54,53.62,55.27,21.90
196,2212145,55,54.21,54.82,68.37,54.82,54.21,22.39
197,2212385,55,55.45,53.73,67.61,53.73,55.45,29.62
198,2212625,55,54.92,54.12,67.89,54.12,54.92,33.04
199,2212865,55,55.45,53.49,67.44,53.49,55.45,40.27
200,2213105,55,54.56,54.34,68.04,54.34,54.56,45.26
201,2213345,55,55.45,53.48,67.43,53.48,55.45,51.12
202,2213585,55,54.39,54.56,68.19,54.56,54.39,45.45
203,2213825,55,55.10,54.04,67.83,54.04,55.10,48.68
204,2214065,55,55.63,53.29,67.30,53.29,55.63,52.30
205,2214305,55,54.74,54.03,67.82,54.03,54.74,71.95
206,2214545,55,54.74,54.20,67.94,54.20,54.74,76.83
207,2214785,55,54.74,54.37,68.06,54.37,54.74,75.76
208,2215025,55,55.63,53.39,67.37,53.39,55.63,83.19
209,2215265,55,54.74,54.13,67.89,54.13,54.74,89.64
210,2215505,55,55.45,53.38,67.36,53.38,55.45,10.75
211,2215745,55,55.45,53.09,67.16,53.09,55.45,5.87
212,2215985,55,54.56,53.94,67.76,53.94,54.56,6.65
213,2216225,55,54.74,53.99,67.79,53.99,54.74,12.41
214,2216465,55,55.10,53.70,67.59,53.70,55.10,17.40
215,2216705,55,55.27,53.41,67.39,53.41,55.27,26.00
216,2216945,55,54.74,53.92,67.74,53.92,54.74,28.64
217,2217185,55,54.92,53.86,67.70,53.86,54.92,32.55
218,2217425,55,55.45,53.22,67.26,53.22,55.45,36.27
219,2217665,55,54.21,54.54,68.18,54.54,54.21,38.12
220,2217905,55,55.10,53.90,67.73,53.90,55.10,49.95
221,2218145,55,55.10,53.84,67.69,53.84,55.10,46.43
222,2218385,55,55.81,52.86,67.00,52.86,55.81,49.66
223,2218625,55,54.56,53.94,67.76,53.94,54.56,62.07
224,2218865,55,55.10,53.54,67.48,53.54,55.10,54.55
225,2219105,55,54.21,54.62,68.24,54.62,54.21,58.16
226,2219345,55,55.81,53.07,67.15,53.07,55.81,63.34
227,2219585,55,54.03,54.84,68.39,54.84,54.03,65.59
228,2219825,55,56.52,52.26,66.58,52.26,56.52,96.68
229,2220065,55,54.56,53.80,67.66,53.80,54.56,97.36
230,2220305,55,54.74,53.85,67.70,53.85,54.74,12.41
231,2220545,55,54.92,53.79,67.65,53.79,54.92,7.23
232,2220785,55,55.10,53.61,67.53,53.61,55.10,13.20
233,2221025,55,54.56,54.24,67.97,54.24,54.56,18.57
234,2221265,55,55.63,53.15,67.20,53.15,55.63,27.47
235,2221505,55,54.56,54.11,67.88,54.11,54.56,29.23
236,2221745,55,55.10,53.71,67.60,53.71,55.10,34.51
237,2221985,55,54.56,54.33,68.03,54.33,54.56,39.59
238,2222225,55,55.10,53.93,67.75,53.93,55.10,40.86
239,2222465,55,55.10,53.87,67.71,53.87,55.10,51.42
240,2222705,55,55.10,53.80,67.66,53.80,55.10,47.21
241,2222945,55,55.45,53.28,67.30,53.28,55.45,62.46
242,2223185,55,55.10,53.45,67.42,53.45,55.10,67.74
243,2223425,55,54.03,54.76,68.33,54.76,54.03,69.40
244,2223665,55,55.81,53.10,67.17,53.10,55.81,60.70
245,2223905,55,54.39,54.41,68.09,54.41,54.39,85.43
246,2224145,55,55.63,53.20,67.24,53.20,55.63,91.30
247,2224385,55,55.10,53.48,67.44,53.48,55.10,94.82
248,2224625,55,54.92,53.65,67.56,53.65,54.92,0.20
249,2224865,55,54.56,54.16,67.91,54.16,54.56,3.91
250,2225105,55,55.10,53.76,67.63,53.76,55.10,18.38
251,2225345,55,54.92,53.92,67.75,53.92,54.92,16.42
252,2225585,55,55.10,53.75,67.62,53.75,55.10,22.09
253,2225825,55,55.45,53.22,67.26,53.22,55.45,29.23
254,2226065,55,54.92,53.62,67.53,53.62,54.92,31.57
255,2226305,55,54.56,54.13,67.89,54.13,54.56,34.41
256,2226545,55,55.27,53.50,67.45,53.50,55.27,44.38
257,2226785,55,54.56,54.24,67.97,54.24,54.56,41.74
258,2227025,55,54.92,54.06,67.84,54.06,54.92,46.92
259,2227265,55,55.63,53.20,67.24,53.20,55.63,50.34
260,2227505,55,54.74,53.94,67.76,53.94,54.74,52.20
261,2227745,55,55.63,52.96,67.07,52.96,55.63,64.22
262,2227985,55,54.39,54.16,67.91,54.16,54.39,59.34
263,2228225,55,55.10,53.63,67.54,53.63,55.10,70.97
264,2228465,55,54.56,54.26,67.98,54.26,54.56,83.48
265,2228705,55,55.63,53.17,67.22,53.17,55.63,98.44
266,2228945,55,55.10,53.45,67.41,53.45,55.10,6.45
267,2229185,55,55.45,52.93,67.05,52.93,55.45,14.86
268,2229425,55,54.21,54.24,67.97,54.24,54.21,9.09
269,2229665,55,55.45,53.15,67.20,53.15,55.45,21.60
270,2229905,55,54.03,54.69,68.28,54.69,54.03,20.23
271,2230145,55,55.63,53.25,67.28,53.25,55.63,27.57
272,2230385,55,55.10,53.53,67.47,53.53,55.10,33.53
273,2230625,55,55.45,53.01,67.11,53.01,55.45,37.83
274,2230865,55,54.74,53.64,67.55,53.64,54.74,39.78
275,2231105,55,55.10,53.35,67.34,53.35,55.10,43.99
276,2231345,55,54.21,54.43,68.10,54.43,54.21,51.91
277,2231585,55,55.45,53.34,67.34,53.34,55.45,49.27
278,2231825,55,54.92,53.73,67.61,53.73,54.92,52.69
279,2232065,55,55.63,52.87,67.01,52.87,55.63,56.11
280,2232305,55,54.92,53.38,67.37,53.38,54.92,59.43
281,2232545,55,55.10,53.20,67.24,53.20,55.10,83.68
282,2232785,55,54.21,54.29,68.00,54.29,54.21,88.56
283,2233025,55,55.63,52.96,67.07,52.96,55.63,94.53
284,2233265,55,54.39,54.16,67.91,54.16,54.39,11.44
285,2233505,55,55.45,53.18,67.23,53.18,55.45,6.06
286,2233745,55,55.27,53.12,67.18,53.12,55.27,11.63
287,2233985,55,55.10,53.17,67.22,53.17,55.10,16.72
288,2234225,55,54.92,53.34,67.34,53.34,54.92,25.02
289,2234465,55,54.56,53.85,67.70,53.85,54.56,27.47
290,2234705,55,54.39,54.36,68.05,54.36,54.39,32.75
291,2234945,55,55.63,53.15,67.21,53.15,55.63,40.66
292,2235185,55,54.74,53.89,67.73,53.89,54.74,40.08
293,2235425,55,55.45,53.14,67.20,53.14,55.45,46.04
294,2235665,55,55.27,53.08,67.16,53.08,55.27,47.02
295,2235905,55,54.92,53.36,67.35,53.36,54.92,62.66
296,2236145,55,54.56,53.87,67.71,53.87,54.56,60.02
297,2236385,55,54.92,53.70,67.59,53.70,54.92,67.45
298,2236625,55,54.74,53.98,67.79,53.98,54.74,61.88
299,2236865,55,55.45,53.23,67.26,53.23,55.45,82.11
300,2237105,55,55.27,53.17,67.22,53.17,55.27,92.96
301,2237345,55,55.45,52.76,66.93,52.76,55.45,69.40
302,2237585,55,54.21,54.08,67.85,54.08,54.21,0.98
