No,Millis,Set Point,Proccess Variable,Manipulated Variable,Masukan Motor (%),Masukan Kompensator (%),Tachometer (%),Potensiometer (%)
207,1659812,55,21.86,23.76,46.63,23.76,21.86,45.06
208,1660052,55,21.51,24.02,46.81,24.02,21.51,48.48
209,1660292,55,22.22,23.51,46.45,23.51,22.22,90.81
210,1660532,55,22.22,23.51,46.45,23.51,22.22,10.85
211,1660772,55,22.57,23.25,46.28,23.25,22.57,31.48
212,1661012,55,21.68,23.89,46.72,23.89,21.68,50.54
213,1661252,55,22.93,23.00,46.10,23.00,22.93,68.72
214,1661492,55,20.26,24.91,47.44,24.91,20.26,90.13
215,1661732,55,23.28,22.74,45.92,22.74,23.28,9.19
216,1661972,55,21.68,23.89,46.72,23.89,21.68,27.66
217,1662212,55,22.75,23.12,46.19,23.12,22.75,48.09
218,1662452,55,21.86,23.76,46.63,23.76,21.86,68.52
219,1662692,55,21.15,24.27,46.99,24.27,21.15,81.72
220,1662932,55,23.10,22.87,46.01,22.87,23.10,7.82
221,1663172,55,21.68,23.89,46.72,23.89,21.68,27.66
222,1663412,55,22.39,23.38,46.36,23.38,22.39,46.24
223,1663652,55,20.97,24.40,47.08,24.40,20.97,45.36
224,1663892,55,22.75,23.12,46.19,23.12,22.75,61.78
225,1664132,55,21.51,24.02,46.81,24.02,21.51,4.20
226,1664372,55,22.57,23.25,46.28,23.25,22.57,24.24
227,1664612,55,22.39,23.38,46.36,23.38,22.39,44.57
228,1664852,55,22.22,23.51,46.45,23.51,22.22,63.73
229,1665092,55,20.97,24.40,47.08,24.40,20.97,82.60
230,1665332,55,22.75,23.12,46.19,23.12,22.75,1.86
231,1665572,55,21.68,23.89,46.72,23.89,21.68,21.99
232,1665812,55,22.39,23.38,46.36,23.38,22.39,42.23
233,1666052,55,21.68,23.89,46.72,23.89,21.68,60.22
234,1666292,55,22.57,23.25,46.28,23.25,22.57,80.84
235,1666532,55,20.97,24.40,47.08,24.40,20.97,0.00
236,1666772,55,22.75,23.12,46.19,23.12,22.75,20.43
237,1667012,55,22.39,23.38,46.36,23.38,22.39,39.10
238,1667252,55,21.86,23.76,46.63,23.76,21.86,58.16
239,1667492,55,22.39,23.38,46.36,23.38,22.39,79.28
240,1667732,55,20.97,24.40,47.08,24.40,20.97,93.35
241,1667972,55,23.99,22.23,45.56,22.23,23.99,17.69
242,1668212,55,20.26,24.91,47.44,24.91,20.26,36.56
243,1668452,55,23.46,22.61,45.83,22.61,23.46,56.70
244,1668692,55,20.62,24.65,47.26,24.65,20.62,75.76
245,1668932,55,23.28,22.74,45.92,22.74,23.28,97.75
246,1669172,55,21.15,24.27,46.99,24.27,21.15,14.86
247,1669412,55,23.46,22.61,45.83,22.61,23.46,35.97
248,1669652,55,21.51,24.02,46.81,24.02,21.51,37.73
249,1669892,55,21.86,23.76,46.63,23.76,21.86,74.68
250,1670132,55,21.86,23.76,46.63,23.76,21.86,63.34
251,1670372,55,22.39,23.38,46.36,23.38,22.39,13.20
252,1670612,55,22.39,23.38,46.36,23.38,22.39,33.53
253,1670852,55,21.86,23.76,46.63,23.76,21.86,52.79
254,1671092,55,22.04,23.63,46.54,23.63,22.04,72.34
255,1671332,55,22.39,23.38,46.36,23.38,22.39,93.16
256,1671572,55,22.22,23.51,46.45,23.51,22.22,12.32
257,1671812,55,22.04,23.63,46.54,23.63,22.04,31.96
258,1672052,55,22.22,23.51,46.45,23.51,22.22,36.95
259,1672292,55,21.86,23.76,46.63,23.76,21.86,57.28
260,1672532,55,22.22,23.51,46.45,23.51,22.22,93.45
261,1672772,55,21.86,23.76,46.63,23.76,21.86,11.05
262,1673012,55,22.75,23.12,46.19,23.12,22.75,32.16
263,1673252,55,21.68,23.89,46.72,23.89,21.68,52.59
264,1673492,55,22.22,23.51,46.45,23.51,22.22,69.70
265,1673732,55,20.79,24.53,47.17,24.53,20.79,92.77
266,1673972,55,23.46,22.61,45.83,22.61,23.46,11.05
267,1674212,55,21.51,24.02,46.81,24.02,21.51,31.09
268,1674452,55,22.75,23.12,46.19,23.12,22.75,53.37
269,1674692,55,21.51,24.02,46.81,24.02,21.51,67.94
270,1674932,55,22.75,23.12,46.19,23.12,22.75,86.22
271,1675172,55,21.15,24.27,46.99,24.27,21.15,11.05
272,1675412,55,23.28,22.74,45.92,22.74,23.28,32.06
273,1675652,55,21.68,23.89,46.72,23.89,21.68,51.81
274,1675892,55,22.57,23.25,46.28,23.25,22.57,72.43
275,1676132,55,20.97,24.40,47.08,24.40,20.97,88.56
276,1676372,55,23.28,22.74,45.92,22.74,23.28,13.49
277,1676612,55,21.86,23.76,46.63,23.76,21.86,33.33
278,1676852,55,22.57,23.25,46.28,23.25,22.57,37.15
279,1677092,55,21.51,24.02,46.81,24.02,21.51,66.47
280,1677332,55,22.57,23.25,46.28,23.25,22.57,93.94
281,1677572,55,22.57,23.25,46.28,23.25,22.57,13.00
282,1677812,55,22.22,23.51,46.45,23.51,22.22,32.65
283,1678052,55,22.57,23.25,46.28,23.25,22.57,37.63
284,1678292,55,21.15,24.27,46.99,24.27,21.15,49.66
285,1678532,55,22.75,23.12,46.19,23.12,22.75,93.45
286,1678772,55,22.22,23.51,46.45,23.51,22.22,11.83
287,1679012,55,22.93,23.00,46.10,23.00,22.93,33.33
288,1679252,55,21.51,24.02,46.81,24.02,21.51,50.93
289,1679492,55,22.22,23.51,46.45,23.51,22.22,71.36
290,1679732,55,22.57,23.25,46.28,23.25,22.57,94.72
291,1679972,55,21.86,23.76,46.63,23.76,21.86,12.71
292,1680212,55,22.57,23.25,46.28,23.25,22.57,33.14
293,1680452,55,22.22,23.51,46.45,23.51,22.22,50.24
294,1680692,55,22.57,23.25,46.28,23.25,22.57,70.58
295,1680932,55,21.51,24.02,46.81,24.02,21.51,93.26
296,1681172,55,22.75,23.12,46.19,23.12,22.75,11.93
297,1681412,55,22.39,23.38,46.36,23.38,22.39,33.14
298,1681652,55,21.51,24.02,46.81,24.02,21.51,53.18
299,1681892,55,21.86,23.76,46.63,23.76,21.86,48.97
300,1682132,55,22.04,23.63,46.54,23.63,22.04,95.41
301,1682372,55,22.75,23.12,46.19,23.12,22.75,13.00
302,1682612,55,21.86,23.76,46.63,23.76,21.86,32.84
303,1682852,55,22.57,23.25,46.28,23.25,22.57,53.37
